"","County","CountyCode","Deaths","Population","Crude","ageadjustedrate","PCT_CVD_death","Quintiles"
"171","Placer County, CA",6061,5274,948088,556.3,"535",0.0587,"1"
"172","Sedgwick County, KS",20173,6693,1117372,599,"621.2",0.0536,"1"
"173","Chesterfield County, VA",51041,3336,767833,434.5,"576.5",0.0566,"1"
"174","Cumberland County, ME",23005,3556,766615,463.9,"458.5",0.0605,"1"
"175","Knox County, TN",47093,6737,1047489,643.2,"666.8",0.0614,"1"
"176","Hamilton County, IN",18057,2228,602558,369.8,"507.5",0.0614,"1"
"177","Baltimore city, MD",24510,12107,1386846,873,"915.4",0.0629,"1"
"178","Washoe County, NV",32031,6621,1030495,642.5,"747.8",0.0623,"1"
"179","Forsyth County, NC",37067,4648,854335,544,"563.4",0.0637,"1"
"180","Jefferson Parish, LA",22051,7080,1092960,647.8,"669.6",0.0593,"1"
"181","Camden County, NJ",34007,8525,1250234,681.9,"687.7",0.0545,"1"
"182","Stanislaus County, CA",6099,7618,1092206,697.5,"756.9",0.0639,"1"
"183","Larimer County, CO",8069,3285,714510,459.8,"492",0.0644,"1"
"184","Charleston County, SC",45019,4681,855961,546.9,"576.6",0.0639,"1"
"185","Butler County, OH",39017,4760,859014,554.1,"623.4",0.0645,"1"
"186","Orange County, NY",36071,4870,867035,561.7,"645.3",0.0648,"1"
"187","Santa Barbara County, CA",6083,5837,944828,617.8,"542.4",0.0654,"1"
"188","Manatee County, FL",12081,6967,1030039,676.4,"534.5",0.0657,"1"
