"","County","CountyCode","Deaths","Population","Crude","ageadjustedrate","PCT_CVD_death","Quintiles"
"1519","Ripley County, IN",18137,530,74091,715.3,"692.3",0.9654,"3"
"1520","Marion County, IA",19125,698,84988,821.3,"731.2",0.9664,"3"
"1521","Polk County, GA",13233,912,97112,939.1,"1010",0.967,"3"
"1522","Waushara County, WI",55137,569,77483,734.4,"704",0.9478,"3"
"1523","Randolph County, WV",54083,677,84710,799.2,"772.7",0.9435,"3"
"1524","Spencer County, IN",18147,332,58526,567.3,"609.8",0.9693,"3"
"1525","Polk County, NC",37149,469,69537,674.5,"510.3",0.97,"3"
"1526","Juniata County, PA",42067,453,68276,663.5,"592.9",0.9718,"3"
"1527","Iowa County, WI",55049,415,65297,635.6,"662",0.9734,"3"
"1528","Rhea County, TN",47143,693,84356,821.5,"852.3",0.9738,"3"
"1529","Marshall County, TN",47117,594,78073,760.8,"846",0.9745,"3"
"1530","Vilas County, WI",55125,578,76949,751.1,"653.2",0.9761,"3"
"1531","Adams County, MS",28001,745,87274,853.6,"848.2",0.9781,"3"
"1532","Alcorn County, MS",28003,882,94925,929.2,"936.1",0.9789,"3"
"1533","Greene County, VA",51079,224,47845,468.2,"561.2",0.9786,"3"
"1534","Codington County, SD",46029,464,68748,674.9,"587.9",0.9817,"3"
"1535","Lincoln County, TN",47103,854,93056,917.7,"944.2",0.9862,"3"
"1536","Ware County, GA",13299,788,89714,878.3,"831.2",0.979,"3"
"1537","Franklin County, KS",20059,419,65146,643.2,"656.9",0.9873,"3"
"1538","Calloway County, KY",21035,752,87398,860.4,"818.4",0.9845,"3"
"1539","Roscommon County, MI",26143,813,90709,896.3,"818.1",0.9881,"3"
"1540","Ellis County, KS",20051,398,63454,627.2,"535.2",0.9884,"3"
"1541","Brown County, MN",27015,532,73542,723.4,"513.3",0.9837,"3"
"1542","Washington County, IN",18175,515,72244,712.9,"793.8",0.9868,"3"
"1543","Upshur County, WV",54097,432,66138,653.2,"674.2",0.9876,"3"
"1544","Polk County, MO",29167,600,77907,770.1,"706.8",0.9885,"3"
"1545","Lincoln County, MT",30053,435,66300,656.1,"687.1",0.9896,"3"
"1546","Llano County, TX",48299,536,73578,728.5,"594.9",0.9901,"3"
"1547","Knox County, IN",18083,953,98061,971.8,"905.1",0.991,"3"
"1548","Mineral County, WV",54057,616,78764,782.1,"795.9",0.993,"3"
"1549","Lincoln County, MS",28085,739,86323,856.1,"870.5",0.9917,"3"
"1550","Marshall County, KY",21157,859,92822,925.4,"894.4",0.997,"3"
"1551","Grainger County, TN",47057,405,63685,635.9,"765.1",0.9985,"3"
"1552","Milam County, TX",48331,442,66638,663.3,"590.2",0.9954,"3"
"1553","Benton County, IA",19011,489,70023,698.3,"627.4",0.9972,"3"
"1554","Barton County, KS",20009,534,73134,730.2,"625.5",0.9984,"3"
"1555","Knox County, KY",21121,644,80299,802,"848.8",0.9988,"3"
"1556","Beauregard Parish, LA",22011,720,84747,849.6,"949.4",1.0025,"3"
"1557","Hardeman County, TN",47069,473,68744,688.1,"746.1",1.001,"3"
"1558","Asotin County, WA",53003,408,63667,640.8,"574.8",1.0065,"3"
"1559","Stoddard County, MO",29207,674,81734,824.6,"745.3",1.0089,"3"
"1560","Hart County, GA",13147,525,72241,726.7,"724.4",1.0059,"3"
"1561","Crook County, OR",41013,433,65499,661.1,"647.1",1.0093,"3"
"1562","Boone County, WV",54005,431,65524,657.8,"744.4",1.0039,"3"
"1563","Chambers County, AL",1017,892,93957,949.4,"911.9",1.0105,"3"
"1564","Texas County, MO",29215,536,72713,737.1,"697.4",1.0137,"3"
"1565","McCurtain County, OK",40089,721,84536,852.9,"879.8",1.0089,"3"
"1566","Crawford County, KS",20037,766,86900,881.5,"753.5",1.0144,"3"
"1567","Jefferson County, IN",18077,731,84854,861.5,"908",1.0153,"3"
"1568","Giles County, TN",47055,689,82310,837.1,"841.6",1.017,"3"
"1569","Claiborne County, TN",47025,764,87147,876.7,"932.1",1.006,"3"
"1570","Mason County, WV",54053,612,77422,790.5,"813.2",1.021,"3"
"1571","Dickinson County, MI",26043,657,80159,819.6,"687.2",1.0225,"3"
"1572","McPherson County, KS",20113,664,80572,824.1,"595.6",1.0228,"3"
"1573","Wasco County, OR",41065,504,70511,714.8,"606.9",1.0137,"3"
"1574","Nicholas County, WV",54067,582,75359,772.3,"813.3",1.0248,"3"
"1575","Churchill County, NV",32001,414,63557,651.4,"697.7",1.0249,"3"
"1576","Williams County, ND",38105,377,60633,621.8,"604.9",1.0255,"3"
"1577","Henry County, OH",39069,575,74812,768.6,"688.9",1.0274,"3"
"1578","Lyon County, MN",27083,366,59670,613.4,"504.2",1.028,"3"
"1579","Nobles County, MN",27105,280,52657,531.7,"409.4",1.0097,"3"
"1580","Weakley County, TN",47183,753,85556,880.1,"813.8",1.0287,"3"
"1581","Titus County, TX",48449,469,67654,693.2,"716.9",1.0246,"3"
"1582","Adams County, IN",18001,618,77890,793.4,"639.9",1.0186,"3"
"1583","Lincoln County, KY",21137,415,63447,654.1,"691.2",1.0309,"3"
"1584","Uinta County, WY",56041,217,45899,472.8,"641",1.0301,"3"
"1585","Carroll County, IN",18015,310,54745,566.3,"557.9",1.0344,"3"
"1586","Hood River County, OR",41027,313,55006,569,"554.6",1.0344,"3"
"1587","Clear Creek County, CO",8019,89,29425,302.5,"490.7",1.028,"3"
"1588","Jackson County, OH",39079,732,84093,870.5,"915.9",1.0352,"3"
"1589","Taylor County, WI",55119,345,57728,597.6,"512.1",1.0352,"3"
"1590","West Baton Rouge Parish, LA",22121,324,55983,578.7,"683.4",1.0337,"3"
"1591","Aitkin County, MN",27001,351,58139,603.7,"539.1",1.0384,"3"
"1592","Iroquois County, IL",17075,753,85071,885.1,"743.3",1.0404,"3"
"1593","Randolph County, IN",18135,509,70280,724.2,"653.2",1.0304,"3"
"1594","Daviess County, IN",18027,585,74854,781.5,"741.7",1.044,"3"
"1595","Lampasas County, TX",48281,305,54034,564.5,"579.5",1.0447,"3"
"1596","Adams County, NE",31001,662,79565,832,"705.1",1.0457,"3"
"1597","Kewaunee County, WI",55061,352,58266,604.1,"523.7",1.0368,"3"
"1598","Ford County, KS",20057,444,65031,682.8,"664.2",1.05,"3"
"1599","Houghton County, MI",26061,757,84905,891.6,"771",1.0501,"3"
"1600","Northampton County, NC",37131,469,66816,701.9,"646",1.0505,"3"
"1601","Wayne County, GA",13305,540,71679,753.4,"856.3",1.0511,"3"
"1602","Noble County, OH",39121,244,48561,502.5,"568.4",1.0348,"3"
"1603","Warren County, NC",37185,416,62723,663.2,"632.7",1.0573,"3"
"1604","Marion County, AL",1093,799,86897,919.5,"897.5",1.0581,"3"
"1605","Buchanan County, VA",51027,520,70062,742.2,"855.6",1.0593,"3"
"1606","Cleburne County, AR",5023,712,81966,868.7,"758.1",1.0598,"3"
"1607","Owen County, IN",18119,386,60734,635.6,"784.9",1.0465,"3"
"1608","Sanpete County, UT",49039,304,53536,567.8,"607.2",1.0606,"3"
"1609","Anderson County, KY",21005,302,53346,566.1,"651",1.0612,"3"
"1610","Brown County, IN",18013,244,48373,504.4,"562.9",1.0427,"3"
"1611","San Juan County, UT",49037,96,30038,319.6,"355",1.064,"3"
"1612","Page County, VA",51139,506,68915,734.2,"731.1",1.0654,"3"
"1613","Hertford County, NC",37091,475,66740,711.7,"703",1.0664,"3"
"1614","Clinton County, IN",18023,705,81530,864.7,"776.3",1.0606,"3"
"1615","Calhoun County, TX",48057,313,54034,579.3,"601.6",1.0721,"3"
"1616","Malheur County, OR",41045,571,72946,782.8,"695.5",1.0731,"3"
"1617","West Feliciana Parish, LA",22125,181,41429,436.9,"578.2",1.0546,"3"
"1618","Elmore County, ID",16039,283,51332,551.3,"627.3",1.074,"3"
"1619","Garrard County, KY",21079,229,46116,496.6,"559.2",1.0768,"3"
"1620","Jefferson County, KS",20087,314,53992,581.6,"612.9",1.0772,"3"
"1621","Osceola County, MI",26133,458,65454,699.7,"746.8",1.069,"3"
"1622","Petersburg city, VA",51730,762,84101,906.1,"890.3",1.0774,"3"
"1623","Fairfield County, SC",45039,494,67603,730.7,"806.8",1.0809,"3"
"1624","Obion County, TN",47131,802,86130,931.2,"915.3",1.0812,"3"
"1625","Fayette County, IL",17051,358,57516,622.4,"567",1.0821,"3"
"1626","Grimes County, TX",48185,529,70532,750,"836.3",1.0633,"3"
"1627","Winston County, AL",1133,532,69983,760.2,"795.8",1.0863,"3"
"1628","Jerome County, ID",16053,235,46503,505.3,"567.1",1.0866,"3"
"1629","Lee County, VA",51105,531,69851,760.2,"808.2",1.0883,"3"
"1630","Winchester city, VA",51840,428,62698,682.6,"643.4",1.0887,"3"
"1631","Gage County, NE",31067,448,64491,694.7,"540.1",1.0772,"3"
"1632","Scott County, IN",18143,413,61540,671.1,"750",1.0905,"3"
"1633","Carter County, KY",21043,544,70617,770.4,"844",1.091,"3"
"1634","Yankton County, SD",46135,406,60991,665.7,"552.3",1.0915,"3"
"1635","Colusa County, CA",6011,238,46686,509.8,"536",1.092,"3"
"1636","Morgan County, TN",47129,353,56823,621.2,"707.9",1.0932,"3"
"1637","Henry County, TN",47079,986,95851,1028.7,"994.3",1.0732,"3"
"1638","Skamania County, WA",53059,121,33195,364.5,"447.2",1.0981,"3"
"1639","Logan County, CO",8075,352,56544,622.5,"537",1.1009,"3"
"1640","Palo Pinto County, TX",48363,625,75245,830.6,"872.6",1.1039,"3"
"1641","Jasper County, SC",45053,406,60606,669.9,"764.9",1.1053,"3"
"1642","Ray County, MO",29177,434,62575,693.6,"742.6",1.1084,"3"
"1643","Cass County, TX",48067,855,87639,975.6,"902.8",1.1132,"3"
"1644","Piscataquis County, ME",23021,370,57626,642.1,"625.6",1.1143,"3"
"1645","Sumner County, KS",20191,449,64217,699.2,"636.6",1.0888,"3"
"1646","Morgan County, WV",54065,322,53719,599.4,"641.1",1.1158,"3"
"1647","De Soto Parish, LA",22031,545,69873,780,"837.3",1.1163,"3"
"1648","Bayfield County, WI",55007,302,51988,580.9,"629.4",1.1174,"3"
"1649","Assumption Parish, LA",22007,395,59422,664.7,"725.1",1.1186,"3"
"1650","Boone County, IA",19015,573,71531,801.1,"708",1.1199,"3"
"1651","Grayson County, KY",21085,509,67414,755,"828.8",1.1199,"3"
"1652","Uvalde County, TX",48463,418,61048,684.7,"606.6",1.1216,"3"
"1653","Taylor County, FL",12123,406,61205,663.3,"714.7",1.0837,"3"
"1654","Clay County, IN",18021,555,70291,789.6,"793.1",1.1233,"3"
"1655","Panola County, TX",48365,428,61727,693.4,"712.9",1.1233,"3"
"1656","Haralson County, GA",13143,567,71033,798.2,"859.2",1.1237,"3"
"1657","Montgomery County, KY",21173,477,65109,732.6,"795.9",1.1252,"3"
"1658","Sumter County, GA",13261,599,72949,821.1,"820.9",1.1256,"3"
"1659","Johnson County, TN",47091,310,52454,591,"613.3",1.1267,"3"
"1660","Dodge County, MN",27039,249,46969,530.1,"531.6",1.1286,"3"
"1661","Marion County, SC",45067,847,86613,977.9,"1034.7",1.129,"3"
"1662","Whitley County, KY",21235,850,87292,973.7,"1055.9",1.1155,"3"
"1663","Idaho County, ID",16049,320,53135,602.2,"580.5",1.1333,"3"
"1664","Putnam County, GA",13237,439,62198,705.8,"771.7",1.1348,"3"
"1665","Grady County, GA",13131,443,62417,709.7,"743",1.137,"3"
"1666","Dakota County, NE",31043,230,44937,511.8,"535.8",1.1389,"3"
"1667","Bremer County, IA",19017,461,63605,724.8,"574.9",1.1395,"3"
"1668","Stark County, ND",38089,464,63783,727.5,"564.8",1.1406,"3"
"1669","Marion County, MO",29127,632,74340,850.1,"736.3",1.1435,"3"
"1670","Southampton County, VA",51175,350,55292,633,"720.2",1.1448,"3"
"1671","Westmoreland County, VA",51193,352,55377,635.6,"631.6",1.1478,"3"
"1672","Allen Parish, LA",22003,397,60145,660.1,"724.2",1.0975,"3"
"1673","Marquette County, WI",55077,284,49727,571.1,"558.2",1.1485,"3"
"1674","St. James Parish, LA",22093,353,55388,637.3,"743.7",1.1506,"3"
"1675","Plaquemines Parish, LA",22075,323,52963,609.9,"720.9",1.1516,"3"
"1676","Prentiss County, MS",28117,467,63639,733.8,"698.6",1.1531,"3"
"1677","Dawson County, NE",31047,374,56945,656.8,"591.6",1.1534,"3"
"1678","Decatur County, IN",18031,500,65757,760.4,"753.9",1.1564,"3"
"1679","Banks County, GA",13011,245,45963,533,"664.4",1.1596,"3"
"1680","Payette County, ID",16075,364,56014,649.8,"659.6",1.1601,"3"
"1681","Oglethorpe County, GA",13221,175,39328,445,"517.1",1.1315,"3"
"1682","Meigs County, OH",39105,491,64944,756,"786.3",1.1641,"3"
"1683","Copiah County, MS",28029,609,72276,842.6,"866.4",1.1658,"3"
"1684","Sabine Parish, LA",22085,504,65672,767.5,"778.1",1.1687,"3"
"1685","Mercer County, KY",21167,412,59353,694.2,"715.3",1.1696,"3"
"1686","Benton County, MO",29015,537,67731,792.8,"762",1.1705,"3"
"1687","Kanabec County, MN",27065,247,45925,537.8,"571",1.171,"3"
"1688","Union County, SC",45087,746,79757,935.3,"937.2",1.1727,"3"
"1689","Pike County, AL",1109,592,71016,833.6,"846",1.1738,"3"
"1690","Dillon County, SC",45033,697,76875,906.7,"961.8",1.1794,"3"
"1691","Scott County, VA",51169,527,68517,769.2,"735.8",1.1226,"3"
"1692","Benzie County, MI",26019,368,55773,659.8,"600.4",1.183,"3"
"1693","Shelby County, IL",17173,496,64785,765.6,"651.6",1.1818,"3"
"1694","Fayette County, TX",48149,710,77436,916.9,"715",1.1841,"3"
"1695","Brookings County, SD",46011,388,57240,677.8,"621.2",1.1841,"3"
"1696","Kodiak Island Borough, AK",2150,94,28171,333.7,"562.3",1.1846,"3"
"1697","Johnson County, KY",21115,448,61484,728.6,"824.5",1.185,"3"
"1698","Madison County, NC",37115,415,60131,690.2,"683.5",1.1478,"3"
"1699","Langlade County, WI",55067,446,61906,720.4,"635.4",1.1637,"3"
"1700","Winneshiek County, IA",19191,372,55984,664.5,"514",1.1869,"3"
"1701","Marion County, AR",5089,396,57692,686.4,"680.1",1.1898,"3"
"1702","Washington County, FL",12133,508,65302,777.9,"848.8",1.1912,"3"
"1703","Clayton County, IA",19043,350,54199,645.8,"520.5",1.1915,"3"
"1704","Harlan County, KY",21095,708,77058,918.8,"982.4",1.1923,"3"
"1705","Audrain County, MO",29007,504,65003,775.3,"668.4",1.1927,"3"
"1706","Ohio County, KY",21183,451,61681,731.2,"742.7",1.1855,"3"
"1707","Caddo County, OK",40015,631,72658,868.5,"879.5",1.1953,"3"
"1708","Manassas Park city, VA",51685,74,24850,297.8,"431.4",1.1984,"3"
"1709","Lincoln County, WV",54043,416,58907,706.2,"829.6",1.1988,"3"
"1710","Panola County, MS",28107,815,82432,988.7,"1079.7",1.1994,"3"
"1711","Clarke County, AL",1025,556,68007,817.6,"816.9",1.2022,"3"
"1712","Randolph County, MO",29175,465,62145,748.3,"720.3",1.2041,"3"
"1713","Butts County, GA",13035,387,57064,678.2,"754",1.1885,"3"
"1714","Ouachita County, AR",5103,623,71747,868.3,"834.2",1.2102,"3"
"1715","Spencer County, KY",21215,222,42812,518.5,"767.8",1.2111,"3"
"1716","Trinity County, CA",6105,262,46485,563.6,"611.7",1.2124,"3"
"1717","Union Parish, LA",22111,473,62393,758.1,"782.5",1.215,"3"
"1718","Paulding County, OH",39125,327,51868,630.4,"659.7",1.2154,"3"
"1719","Mingo County, WV",54059,615,71113,864.8,"988.6",1.2161,"3"
"1720","Worth County, GA",13321,383,56049,683.3,"720.5",1.2191,"3"
"1721","Grant Parish, LA",22043,319,51147,623.7,"715",1.2194,"3"
"1722","Jefferson County, MT",30043,156,36252,430.3,"640.9",1.187,"3"
"1723","Torrance County, NM",35057,242,44529,543.5,"648.8",1.2206,"3"
"1724","White County, TN",47185,643,72556,886.2,"871.1",1.2214,"3"
"1725","Carbon County, MT",30009,140,33847,413.6,"427.3",1.222,"3"
"1726","Brooke County, WV",54009,637,72171,882.6,"786.3",1.2229,"3"
"1727","McDonald County, MO",29119,366,54618,670.1,"772.4",1.2269,"3"
"1728","Johnson County, AR",5071,484,62809,770.6,"782.3",1.2269,"3"
"1729","Tattnall County, GA",13267,399,57005,699.9,"850.7",1.2278,"3"
"1730","Potter County, PA",42105,341,52675,647.4,"574.5",1.229,"3"
"1731","Greene County, NC",37079,341,52614,648.1,"730.7",1.2318,"3"
"1732","Geneva County, AL",1061,673,74752,900.3,"895.2",1.2044,"3"
"1733","Taylor County, KY",21217,508,64186,791.4,"791.3",1.233,"3"
"1734","Lafayette County, WI",55065,254,45382,559.7,"546.1",1.2333,"3"
"1735","Richland County, WI",55103,331,51775,639.3,"546.6",1.2348,"3"
"1736","Fayette County, IN",18041,526,65260,806,"757.1",1.2351,"3"
"1737","Pacific County, WA",53049,642,72055,891,"803.8",1.2366,"3"
"1738","Clinton County, MO",29049,379,55331,685,"661.9",1.238,"3"
"1739","Wayne County, KY",21231,399,56750,703.1,"769.3",1.2389,"3"
"1740","Wyoming County, WV",54109,541,66047,819.1,"929.2",1.2402,"3"
"1741","Jones County, IA",19105,406,58293,696.5,"608.9",1.1948,"3"
"1742","Wyandot County, OH",39175,455,60447,752.7,"669.6",1.2452,"3"
"1743","Stephens County, GA",13257,603,69556,866.9,"898",1.2463,"3"
"1744","McDuffie County, GA",13189,372,54631,680.9,"759.8",1.2464,"3"
"1745","Gonzales County, TX",48177,304,49382,615.6,"590.5",1.2466,"3"
"1746","Saline County, IL",17165,593,68896,860.7,"776.6",1.2493,"3"
"1747","Floyd County, VA",51063,260,45585,570.4,"582.8",1.2513,"3"
"1748","Humboldt County, NV",32013,185,38436,481.3,"673.9",1.2522,"3"
"1749","Ottawa County, OK",40115,841,81941,1026.3,"949.3",1.2525,"3"
"1750","Sawyer County, WI",55113,352,53444,658.6,"662.9",1.2323,"3"
"1751","Anson County, NC",37007,582,67995,855.9,"855.6",1.2588,"3"
"1752","Limestone County, TX",48293,466,60838,766,"751.7",1.2591,"3"
"1753","McDonough County, IL",17109,622,70213,885.9,"700",1.2617,"3"
"1754","Stutsman County, ND",38093,431,58435,737.6,"606.9",1.2623,"3"
"1755","Willacy County, TX",48489,240,43591,550.6,"554.6",1.2631,"3"
"1756","Grant County, AR",5053,269,46139,583,"656",1.2636,"3"
"1757","Hancock County, IL",17067,412,57056,722.1,"608.2",1.2656,"3"
"1758","Salem city, VA",51775,561,66528,843.3,"774.4",1.2676,"3"
"1759","Perry County, IL",17145,416,57195,727.3,"672.8",1.2716,"3"
"1760","Moffat County, CO",8081,126,32131,392.1,"507.5",1.2203,"3"
"1761","Yancey County, NC",37199,377,54413,692.8,"632.5",1.2732,"3"
"1762","Pottawatomie County, KS",20149,319,50056,637.3,"640.7",1.2732,"3"
"1763","Kent County, MD",24029,481,61450,782.8,"629.9",1.2739,"3"
"1764","Schuyler County, NY",36097,382,54694,698.4,"709.3",1.2769,"3"
"1765","Miller County, MO",29131,568,66682,851.8,"820",1.2774,"3"
"1766","Socorro County, NM",35053,252,44396,567.6,"613.1",1.2785,"3"
"1767","Glades County, FL",12043,188,38875,483.6,"458.5",1.244,"3"
"1768","Rabun County, GA",13241,324,50859,637.1,"603.7",1.2527,"3"
"1769","Ketchikan Gateway Borough, AK",2130,150,34203,438.6,"588.9",1.2823,"3"
"1770","Burke County, GA",13033,391,55173,708.7,"813.4",1.2845,"3"
"1771","Converse County, WY",56009,162,35498,456.4,"523.1",1.2857,"3"
"1772","Fillmore County, MN",27045,456,59544,765.8,"548.3",1.2861,"3"
"1773","Tate County, MS",28137,592,67822,872.9,"983.5",1.287,"3"
"1774","Lauderdale County, TN",47097,531,64424,824.2,"921.6",1.2793,"3"
"1775","Chattooga County, GA",13055,551,65275,844.1,"854.6",1.2931,"3"
"1776","Jersey County, IL",17083,493,61705,799,"764.2",1.2949,"3"
"1777","Henderson County, TN",47077,681,72494,939.4,"1034.8",1.2958,"3"
"1778","Hockley County, TX",48219,351,51972,675.4,"719.3",1.2995,"3"
"1779","Upson County, GA",13293,661,71738,921.4,"948.5",1.2844,"3"
"1780","Fayette County, OH",39047,731,74819,977,"992.1",1.3058,"3"
"1781","Tyler County, TX",48457,474,60242,786.8,"755.5",1.3061,"3"
"1782","Peach County, GA",13225,501,61853,810,"960",1.3096,"3"
"1783","Union County, MS",28145,575,66257,867.8,"858.4",1.3097,"3"
"1784","St. Francis County, AR",5123,569,65890,863.6,"962.4",1.3107,"3"
"1785","Union County, TN",47173,330,50704,650.8,"769.4",1.2835,"3"
"1786","Martin County, NC",37117,673,71638,939.4,"959",1.3113,"3"
"1787","Waseca County, MN",27161,316,49073,643.9,"542.1",1.3121,"3"
"1788","Bolivar County, MS",28011,776,76863,1009.6,"1058.3",1.3135,"3"
"1789","Pike County, GA",13231,253,43875,576.6,"697.1",1.3142,"3"
"1790","Yazoo County, MS",28163,487,60872,800,"823.4",1.3142,"3"
"1791","Bertie County, NC",37015,477,60207,792.3,"756",1.316,"3"
"1792","Washington County, GA",13303,380,53999,703.7,"735.8",1.3032,"3"
"1793","Jackson County, WI",55053,412,55897,737.1,"736.9",1.3187,"3"
"1794","Staunton city, VA",51790,597,67200,888.4,"726.9",1.322,"3"
"1795","Ogemaw County, MI",26129,645,69837,923.6,"875",1.3225,"3"
"1796","Decatur County, GA",13087,608,67737,897.6,"923.1",1.3251,"3"
"1797","Leon County, TX",48289,350,51381,681.2,"664.1",1.3258,"3"
"1798","Kalkaska County, MI",26079,329,49746,661.4,"782.3",1.3296,"3"
"1799","Montour County, PA",42093,383,53658,713.8,"576.9",1.3303,"3"
"1800","Avery County, NC",37011,335,50167,667.8,"647.9",1.3312,"3"
"1801","Clarke County, VA",51043,240,43122,556.6,"604.2",1.2908,"3"
"1802","Minidoka County, ID",16067,308,48063,640.8,"593.8",1.3333,"3"
"1803","Sublette County, WY",56035,85,25238,336.8,"519.3",1.3345,"3"
"1804","McNairy County, TN",47109,695,72140,963.4,"984.6",1.3355,"3"
"1805","Grant County, KY",21081,405,55056,735.6,"943.1",1.3361,"3"
"1806","Crawford County, WI",55023,332,49841,666.1,"629.9",1.3364,"3"
"1807","Martin County, MN",27091,514,62481,822.7,"586.4",1.3167,"3"
"1808","Gem County, ID",16045,317,48672,651.3,"589.7",1.3381,"3"
"1809","Starke County, IN",18149,521,62384,835.2,"940.2",1.3388,"3"
"1810","Falls Church city, VA",51610,130,31148,417.4,"517.8",1.3401,"3"
"1811","Pend Oreille County, WA",53051,243,42561,570.9,"618.9",1.3414,"3"
"1812","Houston County, TX",48225,604,67881,889.8,"794.7",1.3108,"3"
"1813","Pointe Coupee Parish, LA",22077,532,62926,845.4,"870",1.3435,"3"
"1814","Nelson County, VA",51125,321,48879,656.7,"683",1.3435,"3"
"1815","Mahaska County, IA",19123,450,57874,777.6,"644",1.3436,"3"
"1816","Jefferson Davis Parish, LA",22053,820,78103,1049.9,"1059",1.3443,"3"
"1817","Orange County, IN",18117,378,53158,711.1,"743.5",1.3377,"3"
"1818","Price County, WI",55099,305,47601,640.7,"572.2",1.346,"3"
"1819","Washington County, IA",19183,482,59842,805.5,"628.8",1.346,"3"
"1820","Perry County, KY",21193,738,73998,997.3,"1141.4",1.3477,"3"
"1821","Perry County, IN",18123,364,51896,701.4,"668.3",1.3515,"3"
"1822","Seward County, KS",20175,222,40509,548,"629",1.3528,"3"
"1823","Dunklin County, MO",29069,896,81984,1092.9,"1038.7",1.3331,"3"
"1824","Simpson County, MS",28127,634,68434,926.4,"972.9",1.3537,"3"
"1825","Scott County, MS",28123,560,64295,871,"912",1.3547,"3"
"1826","Jackson County, OK",40065,468,58766,796.4,"807.6",1.3552,"3"
"1827","Koochiching County, MN",27071,236,41728,565.6,"508.2",1.3554,"3"
"1828","Carbon County, WY",56007,217,39980,542.8,"647.8",1.3577,"3"
"1829","Geary County, KS",20061,336,49738,675.5,"728.3",1.3581,"3"
"1830","Scott County, TN",47151,405,54565,742.2,"809.6",1.3602,"3"
"1831","Barbour County, AL",1005,648,69420,933.4,"985.6",1.3446,"3"
"1832","Jefferson County, FL",12065,254,43206,587.9,"613.5",1.3607,"3"
"1833","Marion County, KY",21155,324,48776,664.3,"667.1",1.3619,"3"
"1834","Meriwether County, GA",13199,481,59387,809.9,"850.9",1.3638,"3"
"1835","Fayette County, IA",19065,487,59740,815.2,"652.1",1.3646,"3"
"1836","Conway County, AR",5029,450,57423,783.7,"743.4",1.3648,"3"
"1837","Cassia County, ID",16031,329,49099,670.1,"627.8",1.3648,"3"
"1838","Douglas County, IL",17041,352,50768,693.4,"623.8",1.3658,"3"
"1839","Letcher County, KY",21133,575,65438,878.7,"993.9",1.3428,"3"
"1840","Gilchrist County, FL",12041,294,46355,634.2,"610.1",1.3681,"3"
"1841","Poquoson city, VA",51735,166,34780,477.3,"561.5",1.3723,"3"
"1842","Hardin County, TN",47071,793,76016,1043.2,"1021.7",1.3723,"3"
"1843","Green Lake County, WI",55047,445,56875,782.4,"664.9",1.3756,"3"
"1844","Baker County, OR",41001,369,51785,712.6,"631.8",1.3761,"3"
"1845","Luna County, NM",35029,594,65694,904.2,"795.6",1.3764,"3"
"1846","Carroll County, IA",19027,469,58206,805.8,"577.9",1.3844,"3"
"1847","Bourbon County, KY",21017,391,53614,729.3,"747.7",1.3603,"3"
"1848","Barnwell County, SC",45011,459,57553,797.5,"836.4",1.3857,"3"
"1849","Jay County, IN",18075,406,54090,750.6,"722.6",1.3877,"3"
"1850","Garvin County, OK",40049,715,71722,996.9,"938.8",1.39,"3"
"1851","Kleberg County, TX",48273,516,60924,847,"840.4",1.3903,"3"
"1852","Hardin County, OH",39065,755,73676,1024.8,"1012",1.391,"3"
"1853","George County, MS",28039,389,52877,735.7,"913.5",1.3913,"3"
"1854","Overton County, TN",47133,518,60997,849.2,"885",1.3922,"3"
"1855","Madison County, IA",19121,229,40544,564.8,"531.2",1.3931,"3"
"1856","Jefferson County, IA",19101,338,49205,686.9,"689.1",1.396,"3"
"1857","Adair County, MO",29001,385,53342,721.8,"660.1",1.3532,"3"
"1858","Brantley County, GA",13025,285,45117,631.7,"749.3",1.4001,"3"
"1859","Inyo County, CA",6027,441,56162,785.2,"678.8",1.3981,"3"
"1860","Las Animas County, CO",8071,278,44536,624.2,"595.5",1.4016,"3"
"1861","Custer County, OK",40039,498,59579,835.9,"743.6",1.403,"3"
"1862","Fredericksburg city, VA",51630,313,47220,662.9,"662.3",1.4039,"3"
"1863","Toombs County, GA",13279,569,63649,894,"909.9",1.4046,"3"
"1864","Franklin County, AL",1059,820,77425,1059.1,"1093.7",1.3679,"3"
"1865","Bell County, KY",21013,802,76097,1053.9,"1109.3",1.3849,"3"
"1866","Marion County, MS",28091,619,66270,934.1,"905",1.4095,"3"
"1867","Union County, IL",17181,363,50713,715.8,"669.7",1.4115,"3"
"1868","Itawamba County, MS",28057,495,59213,836,"828.8",1.4119,"3"
"1869","Buckingham County, VA",51029,306,46552,657.3,"759.7",1.412,"3"
"1870","Valdez-Cordova Census Area, AK",2261,85,24559,346.1,"653",1.4093,"3"
"1871","Dallas County, MO",29059,311,46885,663.3,"649",1.4147,"3"
"1872","Duchesne County, UT",49013,183,35938,509.2,"558.2",1.4169,"3"
"1873","Greene County, GA",13133,368,51086,720.4,"780.1",1.4102,"3"
"1874","Hughes County, SD",46065,285,44745,636.9,"635.1",1.4234,"4"
"1875","Somerset County, MD",24039,571,63286,902.3,"925.9",1.4257,"4"
"1876","Labette County, KS",20099,469,57681,813.1,"712.9",1.4096,"3"
"1877","Delaware County, IA",19055,355,49723,714,"637.2",1.436,"4"
"1878","Franklin County, GA",13119,510,59575,856.1,"849.8",1.437,"4"
"1879","Scurry County, TX",48415,230,40216,571.9,"564.5",1.4221,"4"
